"06726: Omsetning av boligeiendommer med bygning i fritt salg, etter region og år"
"region";"1992 Omsetninger (antall)";"1992 Samlet kjøpesum (1 000 kr)";"1992 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"1993 Omsetninger (antall)";"1993 Samlet kjøpesum (1 000 kr)";"1993 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"1994 Omsetninger (antall)";"1994 Samlet kjøpesum (1 000 kr)";"1994 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"1995 Omsetninger (antall)";"1995 Samlet kjøpesum (1 000 kr)";"1995 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"1996 Omsetninger (antall)";"1996 Samlet kjøpesum (1 000 kr)";"1996 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"1997 Omsetninger (antall)";"1997 Samlet kjøpesum (1 000 kr)";"1997 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"1998 Omsetninger (antall)";"1998 Samlet kjøpesum (1 000 kr)";"1998 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"1999 Omsetninger (antall)";"1999 Samlet kjøpesum (1 000 kr)";"1999 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2000 Omsetninger (antall)";"2000 Samlet kjøpesum (1 000 kr)";"2000 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2001 Omsetninger (antall)";"2001 Samlet kjøpesum (1 000 kr)";"2001 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2002 Omsetninger (antall)";"2002 Samlet kjøpesum (1 000 kr)";"2002 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2003 Omsetninger (antall)";"2003 Samlet kjøpesum (1 000 kr)";"2003 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2004 Omsetninger (antall)";"2004 Samlet kjøpesum (1 000 kr)";"2004 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2005 Omsetninger (antall)";"2005 Samlet kjøpesum (1 000 kr)";"2005 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2006 Omsetninger (antall)";"2006 Samlet kjøpesum (1 000 kr)";"2006 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2007 Omsetninger (antall)";"2007 Samlet kjøpesum (1 000 kr)";"2007 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2008 Omsetninger (antall)";"2008 Samlet kjøpesum (1 000 kr)";"2008 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2009 Omsetninger (antall)";"2009 Samlet kjøpesum (1 000 kr)";"2009 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2010 Omsetninger (antall)";"2010 Samlet kjøpesum (1 000 kr)";"2010 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2011 Omsetninger (antall)";"2011 Samlet kjøpesum (1 000 kr)";"2011 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2012 Omsetninger (antall)";"2012 Samlet kjøpesum (1 000 kr)";"2012 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2013 Omsetninger (antall)";"2013 Samlet kjøpesum (1 000 kr)";"2013 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2014 Omsetninger (antall)";"2014 Samlet kjøpesum (1 000 kr)";"2014 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2015 Omsetninger (antall)";"2015 Samlet kjøpesum (1 000 kr)";"2015 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2016 Omsetninger (antall)";"2016 Samlet kjøpesum (1 000 kr)";"2016 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2017 Omsetninger (antall)";"2017 Samlet kjøpesum (1 000 kr)";"2017 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2018 Omsetninger (antall)";"2018 Samlet kjøpesum (1 000 kr)";"2018 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2019 Omsetninger (antall)";"2019 Samlet kjøpesum (1 000 kr)";"2019 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2020 Omsetninger (antall)";"2020 Samlet kjøpesum (1 000 kr)";"2020 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2021 Omsetninger (antall)";"2021 Samlet kjøpesum (1 000 kr)";"2021 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2022 Omsetninger (antall)";"2022 Samlet kjøpesum (1 000 kr)";"2022 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2023 Omsetninger (antall)";"2023 Samlet kjøpesum (1 000 kr)";"2023 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2024 Omsetninger (antall)";"2024 Samlet kjøpesum (1 000 kr)";"2024 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2025 Omsetninger (antall)";"2025 Samlet kjøpesum (1 000 kr)";"2025 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)"
"1767 HALDEN";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"16083";"..";"0";"0";"0";"0";"0";"0";"53";"217073";"..";"49";"92169";".."
"9286 TROMSØ";"53";"..";"..";"90";"25434";"..";"65";"29063";"..";"67";"28799";"..";"77";"39253";"..";"69";"29902";"..";"107";"74543";"..";"97";"51144";"..";"108";"94987";"..";"150";"86668";"..";"123";"61770";"..";"98";"24456";"..";"84";"59316";"..";"102";"131358";"..";"45";"66323";"..";"154";"54866";"..";"63";"204804";"..";"121";"152802";"..";"70";"154726";"..";"70";"93722";"..";"78";"159236";"..";"100";"212053";"..";"147";"361152";"..";"158";"232204";"..";"42";"140294";"..";"63";"130522";"..";"67";"213864";"..";"122";"244559";"..";"68";"176309";"..";"138";"243508";"..";"108";"335297";"..";"65";"85002";"..";"76";"188521";"..";"110";"367311";".."
"0138 OSLO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"14530";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"9405";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"40";"131382";"..";"26";"113438";".."
"4793 HØVÅG";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"..";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"21";"38254";"..";"20";"61448";"..";"11";"26778";"..";"20";"37556";"..";"24";"83004";"..";"29";"112788";".."
"1923 SØRUM";"16";"5897";"..";"53";"10303";"..";"45";"21500";"..";"56";"7880";"..";"101";"78540";"..";"79";"20313";"..";"80";"47462";"..";"105";"46152";"..";"59";"34947";"..";"43";"23978";"..";"63";"38601";"..";"121";"120774";"..";"178";"278917";"..";"129";"109128";"..";"134";"82347";"..";"190";"192414";"..";"173";"81574";"..";"59";"132527";"..";"65";"131614";"..";"84";"154147";"..";"202";"278959";"..";"156";"141758";"..";"109";"189510";"..";"168";"301148";"..";"114";"259198";"..";"130";"523295";"..";"67";"145366";"..";"91";"..";"..";"119";"186322";"..";"110";"257798";"..";"85";"233339";"..";"46";"96758";"..";"121";"442155";"..";"132";"505316";".."
"2338 ESPA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"2910";"..";"0";"0";"0";"0";"0";"0";"5";"5641";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"24431";"..";"0";"0";"0";"334";"1708116";"..";"300";"620537";".."
"7796 FOLLAFOSS";"348";"81325";"..";"139";"56618";"..";"99";"77924";"..";"147";"46585";"..";"301";"166329";"..";"186";"53427";"..";"139";"74908";"..";"260";"157799";"..";"55";"30710";"..";"200";"89588";"..";"216";"248679";"..";"202";"..";"..";"220";"122454";"..";"260";"388024";"..";"303";"..";"..";"485";"623268";"..";"153";"161150";"..";"262";"132748";"..";"552";"978374";"..";"669";"1512310";"..";"433";"218143";"..";"346";"276637";"..";"481";"438852";"..";"767";"1749268";"..";"301";"203965";"..";"224";"443135";"..";"697";"1781319";"..";"628";"2448888";"..";"240";"826629";"..";"343";"1232878";"..";"804";"3322198";"..";"364";"1020299";"..";"520";"1073047";"..";"410";"855025";".."
"7068 TRONDHEIM";"7";"1703";"..";"6";"2720";"..";"7";"..";"..";"14";"7537";"..";"13";"6809";"..";"5";"1274";"..";"17";"10565";"..";"6";"3982";"..";"13";"6843";"..";"14";"10923";"..";"7";"8766";"..";"14";"10631";"..";"11";"4514";"..";"11";"4758";"..";"7";"..";"..";"16";"32848";"..";"15";"20923";"..";"8";"3389";"..";"13";"23830";"..";"18";"9926";"..";"11";"26635";"..";"10";"19399";"..";"10";"19823";"..";"12";"14736";"..";"26";"18138";"..";"10";"17725";"..";"6";"12027";"..";"11";"20849";"..";"12";"26570";"..";"12";"30275";"..";"36";"87619";"..";"22";"40847";"..";"16";"..";"..";"11";"16882";".."
"7116 RÅKVÅG";"8";"..";"..";"6";"3161";"..";"10";"1624";"..";"8";"2051";"..";"11";"5297";"..";"16";"8403";"..";"3";"1352";"..";"16";"6522";"..";"25";"10223";"..";"9";"7250";"..";"11";"4857";"..";"13";"7479";"..";"8";"5639";"..";"8";"7706";"..";"9";"11040";"..";"5";"5285";"..";"14";"15816";"..";"12";"19917";"..";"18";"..";"..";"24";"31537";"..";"23";"30184";"..";"17";"22106";"..";"35";"53164";"..";"17";"18377";"..";"13";"32303";"..";"5";"7107";"..";"12";"21532";"..";"23";"25867";"..";"11";"13548";"..";"18";"60208";"..";"27";"111492";"..";"10";"26759";"..";"8";"..";"..";"16";"49453";".."
"6121 FOLKESTAD";"24";"5560";"..";"31";"9202";"..";"48";"13381";"..";"33";"9889";"..";"47";"32005";"..";"43";"21161";"..";"69";"56055";"..";"39";"11304";"..";"26";"11788";"..";"35";"36163";"..";"44";"7588";"..";"61";"27608";"..";"29";"47380";"..";"60";"43979";"..";"40";"39905";"..";"94";"58161";"..";"143";"245112";"..";"98";"69927";"..";"69";"132777";"..";"105";"76615";"..";"59";"84058";"..";"80";"103397";"..";"151";"356135";"..";"63";"199918";"..";"58";"126574";"..";"74";"103597";"..";"77";"122373";"..";"102";"293324";"..";"58";"74476";"..";"42";"60277";"..";"75";"264759";"..";"62";"170515";"..";"45";"159555";"..";"55";"121175";".."
"4324 SANDNES";"7";"2304";"..";"17";"8906";"..";"7";"5854";"..";"13";"..";"..";"18";"7100";"..";"18";"4016";"..";"13";"9829";"..";"11";"6124";"..";"15";"8973";"..";"12";"4482";"..";"14";"15335";"..";"16";"20464";"..";"9";"7043";"..";"5";"2046";"..";"22";"7917";"..";"23";"24852";"..";"23";"45852";"..";"13";"5702";"..";"12";"36111";"..";"44";"..";"..";"8";"18186";"..";"35";"144481";"..";"36";"31166";"..";"23";"37422";"..";"11";"32354";"..";"12";"12583";"..";"30";"..";"..";"18";"18698";"..";"22";"45822";"..";"42";"101577";"..";"26";"50628";"..";"23";"59166";"..";"12";"29080";"..";"21";"84954";".."
"2004 LILLESTRØM";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"128609";"..";"9";"..";"..";"12";"25416";"..";"19";"50011";"..";"11";"25496";"..";"11";"25486";"..";"6";"12405";"..";"17";"69415";"..";"11";"19169";"..";"22";"60164";".."
"6170 VARTDAL";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"..";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"51627";"..";"15";"..";"..";"15";"30428";"..";"28";"97260";"..";"19";"42666";"..";"24";"70684";"..";"35";"143531";"..";"31";"77376";".."
"7517 HELL";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"23718";"..";"11";"20016";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"45";"49302";"..";"20";"28606";"..";"35";"94291";"..";"19";"61063";"..";"12";"39070";"..";"24";"32500";".."
"0852 OSLO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"10598";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"46";"57839";"..";"19";"46297";"..";"75";"286897";"..";"44";"134625";"..";"33";"45124";"..";"38";"123280";".."
"1597 MOSS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"..";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"..";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"17690";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"74";"155627";"..";"118";"209013";".."
"9302 ROSSFJORDSTRAUMEN";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"16713";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"512";"966689";"..";"817";"2570200";".."
"0874 OSLO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"2261";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"11152";"..";"0";"0";"0";"15";"47736";"..";"38";"128048";"..";"7";"15530";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17";"29435";"..";"9";"17801";".."
"4076 VASSØY";"197";"35657";"..";"479";"243292";"..";"592";"172247";"..";"546";"429376";"..";"359";"77401";"..";"297";"148909";"..";"1472";"982632";"..";"577";"485558";"..";"1085";"622796";"..";"676";"649705";"..";"667";"642188";"..";"1415";"1630531";"..";"785";"1035359";"..";"1253";"613369";"..";"944";"..";"..";"566";"287342";"..";"469";"383289";"..";"906";"1384186";"..";"693";"756574";"..";"833";"1108147";"..";"874";"..";"..";"542";"584907";"..";"627";"816106";"..";"1111";"2636743";"..";"1014";"1200514";"..";"1026";"2755167";"..";"1145";"2554552";"..";"628";"2724660";"..";"1412";"4394585";"..";"1079";"2200335";"..";"715";"..";"..";"1586";"3159937";"..";"666";"1407132";"..";"996";"4434646";".."
"8732 ALDRA";"5";"1898";"..";"4";"1494";"..";"5";"1210";"..";"4";"..";"..";"14";"4532";"..";"13";"11690";"..";"11";"4093";"..";"19";"17174";"..";"18";"11761";"..";"6";"3859";"..";"1";"369";"..";"5";"6047";"..";"11";"9680";"..";"12";"6110";"..";"10";"6709";"..";"3";"2923";"..";"12";"39523";"..";"12";"..";"..";"6";"5945";"..";"9";"11836";"..";"12";"27606";"..";"4";"..";"..";"9";"26659";"..";"7";"20497";"..";"6";"7810";"..";"12";"18273";"..";"8";"23882";"..";"6";"15127";"..";"12";"46823";"..";"8";"14547";"..";"8";"22784";"..";"11";"57882";"..";"7";"23579";"..";"13";"40677";".."
"5936 MANGER";"5";"3010";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"..";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"12567";"..";"26";"44417";"..";"19";"..";"..";"33";"81756";"..";"63";"198109";"..";"13";"90707";"..";"23";"57569";".."
"8921 SØMNA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"..";"..";"17";"12369";"..";"60";"127447";"..";"30";"81618";"..";"36";"59131";"..";"21";"77330";"..";"20";"69419";"..";"18";"40493";".."
"5548 FEØY";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"..";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17";"46322";"..";"9";"25747";"..";"14";"34597";"..";"16";"46370";"..";"15";"21701";"..";"9";"11537";".."
"6702 MÅLØY";"4";"919";"..";"3";"1126";"..";"0";"0";"0";"4";"1298";"..";"4";"2073";"..";"2";"..";"..";"4";"2816";"..";"3";"2415";"..";"2";"1434";"..";"0";"0";"0";"6";"3697";"..";"0";"0";"0";"2";"..";"..";"8";"8509";"..";"7";"4282";"..";"1";"1619";"..";"8";"10745";"..";"0";"0";"0";"7";"..";"..";"4";"6788";"..";"5";"9612";"..";"5";"4553";"..";"6";"7481";"..";"4";"..";"..";"3";"4662";"..";"6";"15621";"..";"2";"3505";"..";"7";"11444";"..";"9";"22964";"..";"10";"28245";"..";"6";"12046";"..";"5";"21502";"..";"8";"19031";"..";"6";"8407";".."
"0960 OSLO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"25229";"..";"8";"..";".."
"4746 VALLE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"13110";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"22558";"..";"12";"42991";".."
"1712 GRÅLUM";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"18004";"..";"0";"0";"0";"0";"0";"0";"1";"..";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"317";"811893";"..";"519";"1774598";".."
"5015 BERGEN";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"591";"1272810";"..";"410";"578580";"..";"433";"1885623";"..";"391";"1738631";"..";"608";"1836519";"..";"419";"1959200";".."
"9515 ALTA";"12";"4474";"..";"4";"1116";"..";"8";"2802";"..";"10";"2495";"..";"4";"..";"..";"22";"11499";"..";"14";"5713";"..";"11";"9289";"..";"40";"16214";"..";"17";"12480";"..";"13";"12435";"..";"8";"7426";"..";"9";"5461";"..";"11";"14993";"..";"26";"34976";"..";"27";"25421";"..";"39";"54557";"..";"17";"13962";"..";"48";"83511";"..";"27";"31108";"..";"13";"17080";"..";"24";"22235";"..";"30";"57520";"..";"25";"79172";"..";"33";"80792";"..";"37";"105106";"..";"28";"24977";"..";"39";"108160";"..";"15";"32755";"..";"24";"53840";"..";"54";"167306";"..";"56";"256006";"..";"17";"42577";"..";"19";"67668";".."
"3798 SKIEN";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"32";"107130";"..";"26";"82397";".."
"5514 HAUGESUND";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"64";"108702";"..";"299";"835499";"..";"87";"207208";"..";"115";"402466";"..";"75";"213203";"..";"51";"241885";".."
"6416 MOLDE";"7";"1553";"..";"18";"9238";"..";"4";"..";"..";"16";"6824";"..";"16";"8288";"..";"14";"4618";"..";"9";"6663";"..";"6";"5557";"..";"24";"26995";"..";"5";"2282";"..";"16";"6841";"..";"7";"7188";"..";"8";"2403";"..";"17";"6287";"..";"25";"23735";"..";"20";"61654";"..";"24";"30508";"..";"20";"47596";"..";"28";"39844";"..";"49";"222814";"..";"51";"79615";"..";"17";"29721";"..";"35";"32914";"..";"20";"..";"..";"15";"42124";"..";"19";"29790";"..";"41";"72323";"..";"33";"44914";"..";"43";"69399";"..";"39";"71365";"..";"53";"94457";"..";"44";"121187";"..";"31";"308955";"..";"69";"170540";".."
"1328 HØVIK";"5";"2161";"..";"8";"914";"..";"7";"3114";"..";"9";"2098";"..";"10";"4614";"..";"5";"1492";"..";"8";"2927";"..";"8";"12501";"..";"3";"..";"..";"16";"8420";"..";"7";"2099";"..";"9";"..";"..";"10";"7351";"..";"18";"7692";"..";"19";"27790";"..";"10";"7129";"..";"5";"7909";"..";"8";"18926";"..";"3";"4598";"..";"7";"14152";"..";"12";"17084";"..";"8";"13322";"..";"8";"..";"..";"10";"..";"..";"15";"19802";"..";"11";"15406";"..";"10";"21743";"..";"53";"67250";"..";"32";"..";"..";"36";"117485";"..";"14";"25588";"..";"20";"48142";"..";"20";"40639";"..";"16";"34074";".."
"5402 STORD";"24";"10991";"..";"15";"9066";"..";"19";"7188";"..";"64";"16556";"..";"32";"36129";"..";"27";"..";"..";"26";"12259";"..";"27";"9077";"..";"29";"13104";"..";"23";"12873";"..";"34";"28741";"..";"42";"30041";"..";"40";"41169";"..";"45";"20280";"..";"53";"19686";"..";"26";"33572";"..";"59";"29005";"..";"78";"177541";"..";"77";"135462";"..";"73";"82916";"..";"32";"56554";"..";"60";"82717";"..";"27";"45025";"..";"51";"63052";"..";"38";"97543";"..";"42";"56865";"..";"47";"94308";"..";"34";"72770";"..";"80";"152151";"..";"73";"220408";"..";"32";"53261";"..";"33";"132363";"..";"43";"126020";"..";"59";"119579";".."
